Sr No,Asset Type,Brand,Model,Power on (Yes/No),Accessories,CPU Speed,Manufacturer,Ram,Ram Type,Slots Qty,HDD Size,Display Size,Integrated WebCam (Y/N),Battery ,Wifi (Y/N),"Physical Damage (Yes/No), If Yes, Mention What","Functional Issues (Yes/No), If Yes, Mention what",Repairable (Yes/No),Additional Remarks,Price,
ID,Username,Company
DTDC_1700804564,Monish,DTDC
